cell_num,file_name,mh_score,kg_score
4,5500000014_63X_20190816_S1_P25_B2_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P25_B2_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P25_B2_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P25_B2_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S1_P25_B2_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P25_B2_annotations_corrected.Actn2_cell9.jpg,3,3
1,5500000014_63X_20190816_S1_P25_B3_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P25_B3_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P25_B3_annotations_corrected.Actn2_cell3.jpg,3,3
1,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell3.jpg,3,4
4,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell4.jpg,4,3
5,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell5.jpg,3,4
6,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell7.jpg,3,3
8,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell8.jpg,4,4
9,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell10.jpg,3,4
11,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell11.jpg,3,4
12,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell12.jpg,3,4
13,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell13.jpg,3,3
14,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell14.jpg,1,2
15,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell15.jpg,4,4
16,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell16.jpg,4,3
17,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell17.jpg,3,4
18,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell18.jpg,1,1
19,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell19.jpg,3,3
20,5500000014_63X_20190816_S1_P25_B4_annotations_corrected.Actn2_cell20.jpg,3,2
1,5500000014_63X_20190816_S1_P25_B5_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P25_B5_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P25_B5_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P25_B5_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P25_B5_annotations_corrected.Actn2_cell5.jpg,5,4
6,5500000014_63X_20190816_S1_P25_B5_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P25_B5_annotations_corrected.Actn2_cell7.jpg,1,1
1,5500000014_63X_20190816_S1_P26_B2_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P26_B2_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P26_B2_annotations_corrected.Actn2_cell3.jpg,3,3
1,5500000014_63X_20190816_S1_P26_B3_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P26_B3_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P26_B3_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P26_B3_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P26_B3_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P26_B3_annotations_corrected.Actn2_cell6.jpg,3,3
1,5500000014_63X_20190816_S1_P26_B4_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P26_B4_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P26_B4_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P26_B4_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P26_B4_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S1_P26_B4_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P26_B4_annotations_corrected.Actn2_cell7.jpg,3,4
8,5500000014_63X_20190816_S1_P26_B4_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P26_B4_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P26_B4_annotations_corrected.Actn2_cell10.jpg,3,4
1,5500000014_63X_20190816_S1_P26_B5_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P26_B5_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P26_B5_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P26_B5_annotations_corrected.Actn2_cell4.jpg,3,4
5,5500000014_63X_20190816_S1_P26_B5_annotations_corrected.Actn2_cell5.jpg,3,4
6,5500000014_63X_20190816_S1_P26_B5_annotations_corrected.Actn2_cell6.jpg,0,0
7,5500000014_63X_20190816_S1_P26_B5_annotations_corrected.Actn2_cell7.jpg,0,0
8,5500000014_63X_20190816_S1_P26_B5_annotations_corrected.Actn2_cell8.jpg,0,0
1,5500000014_63X_20190816_S1_P27_B2_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P27_B2_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P27_B2_annotations_corrected.Actn2_cell3.jpg,3,4
4,5500000014_63X_20190816_S1_P27_B2_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P27_B2_annotations_corrected.Actn2_cell5.jpg,3,1
6,5500000014_63X_20190816_S1_P27_B2_annotations_corrected.Actn2_cell6.jpg,4,3
7,5500000014_63X_20190816_S1_P27_B2_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S1_P27_B2_annotations_corrected.Actn2_cell8.jpg,4,4
9,5500000014_63X_20190816_S1_P27_B2_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P27_B2_annotations_corrected.Actn2_cell10.jpg,4,4
1,5500000014_63X_20190816_S1_P27_B3_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P27_B3_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P27_B3_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P27_B3_annotations_corrected.Actn2_cell4.jpg,0,0
1,5500000014_63X_20190816_S1_P27_B4_annotations_corrected.Actn2_cell1.jpg,3,4
2,5500000014_63X_20190816_S1_P27_B4_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P27_B4_annotations_corrected.Actn2_cell3.jpg,3,4
4,5500000014_63X_20190816_S1_P27_B4_annotations_corrected.Actn2_cell4.jpg,1,2
5,5500000014_63X_20190816_S1_P27_B4_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P27_B4_annotations_corrected.Actn2_cell6.jpg,0,0
7,5500000014_63X_20190816_S1_P27_B4_annotations_corrected.Actn2_cell7.jpg,0,0
8,5500000014_63X_20190816_S1_P27_B4_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P27_B4_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P27_B4_annotations_corrected.Actn2_cell10.jpg,0,0
11,5500000014_63X_20190816_S1_P27_B4_annotations_corrected.Actn2_cell11.jpg,3,3
1,5500000014_63X_20190816_S1_P27_B5_annotations_corrected.Actn2_cell1.jpg,2,2
2,5500000014_63X_20190816_S1_P27_B5_annotations_corrected.Actn2_cell2.jpg,3,4
3,5500000014_63X_20190816_S1_P27_B5_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P27_B5_annotations_corrected.Actn2_cell4.jpg,3,4
5,5500000014_63X_20190816_S1_P27_B5_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P27_B5_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P27_B5_annotations_corrected.Actn2_cell7.jpg,3,4
8,5500000014_63X_20190816_S1_P27_B5_annotations_corrected.Actn2_cell8.jpg,0,0
9,5500000014_63X_20190816_S1_P27_B5_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P27_B5_annotations_corrected.Actn2_cell10.jpg,-1,-1
11,5500000014_63X_20190816_S1_P27_B5_annotations_corrected.Actn2_cell11.jpg,3,3
12,5500000014_63X_20190816_S1_P27_B5_annotations_corrected.Actn2_cell12.jpg,0,0
1,5500000014_63X_20190816_S1_P28_B2_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P28_B2_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P28_B2_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P28_B2_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P28_B2_annotations_corrected.Actn2_cell5.jpg,1,2
6,5500000014_63X_20190816_S1_P28_B2_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P28_B2_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S1_P28_B2_annotations_corrected.Actn2_cell8.jpg,5,4
9,5500000014_63X_20190816_S1_P28_B2_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P28_B2_annotations_corrected.Actn2_cell10.jpg,4,3
11,5500000014_63X_20190816_S1_P28_B2_annotations_corrected.Actn2_cell11.jpg,4,4
12,5500000014_63X_20190816_S1_P28_B2_annotations_corrected.Actn2_cell12.jpg,3,3
13,5500000014_63X_20190816_S1_P28_B2_annotations_corrected.Actn2_cell13.jpg,3,4
1,5500000014_63X_20190816_S1_P28_B3_annotations_corrected.Actn2_cell1.jpg,0,0
2,5500000014_63X_20190816_S1_P28_B3_annotations_corrected.Actn2_cell2.jpg,3,2
3,5500000014_63X_20190816_S1_P28_B3_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P28_B3_annotations_corrected.Actn2_cell4.jpg,3,3
1,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell3.jpg,5,4
4,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell4.jpg,3,4
5,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell5.jpg,3,4
6,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell6.jpg,4,3
7,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell8.jpg,3,4
9,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell10.jpg,4,4
11,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell11.jpg,4,4
12,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell12.jpg,3,4
13,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell13.jpg,3,3
14,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell14.jpg,0,0
15,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell15.jpg,-1,-1
16,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell16.jpg,4,4
17,5500000014_63X_20190816_S1_P28_B4_annotations_corrected.Actn2_cell17.jpg,3,3
1,5500000014_63X_20190816_S1_P28_B5_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P28_B5_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P28_B5_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P28_B5_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P28_B5_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P28_B5_annotations_corrected.Actn2_cell6.jpg,3,4
7,5500000014_63X_20190816_S1_P28_B5_annotations_corrected.Actn2_cell7.jpg,4,4
8,5500000014_63X_20190816_S1_P28_B5_annotations_corrected.Actn2_cell8.jpg,3,2
9,5500000014_63X_20190816_S1_P28_B5_annotations_corrected.Actn2_cell9.jpg,0,0
1,5500000014_63X_20190816_S1_P29_B2_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P29_B2_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P29_B2_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P29_B2_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P29_B2_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P29_B2_annotations_corrected.Actn2_cell6.jpg,4,5
7,5500000014_63X_20190816_S1_P29_B2_annotations_corrected.Actn2_cell7.jpg,4,4
8,5500000014_63X_20190816_S1_P29_B2_annotations_corrected.Actn2_cell8.jpg,4,3
9,5500000014_63X_20190816_S1_P29_B2_annotations_corrected.Actn2_cell9.jpg,4,5
1,5500000014_63X_20190816_S1_P29_B3_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P29_B3_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P29_B3_annotations_corrected.Actn2_cell3.jpg,3,4
4,5500000014_63X_20190816_S1_P29_B3_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P29_B3_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P29_B3_annotations_corrected.Actn2_cell6.jpg,3,4
7,5500000014_63X_20190816_S1_P29_B3_annotations_corrected.Actn2_cell7.jpg,3,3
8,5500000014_63X_20190816_S1_P29_B3_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P29_B3_annotations_corrected.Actn2_cell9.jpg,4,4
10,5500000014_63X_20190816_S1_P29_B3_annotations_corrected.Actn2_cell10.jpg,0,0
1,5500000014_63X_20190816_S1_P29_B4_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P29_B4_annotations_corrected.Actn2_cell2.jpg,3,2
3,5500000014_63X_20190816_S1_P29_B4_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P29_B4_annotations_corrected.Actn2_cell4.jpg,3,3
1,5500000014_63X_20190816_S1_P29_B5_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P29_B5_annotations_corrected.Actn2_cell2.jpg,4,5
3,5500000014_63X_20190816_S1_P29_B5_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P29_B5_annotations_corrected.Actn2_cell4.jpg,5,4
5,5500000014_63X_20190816_S1_P29_B5_annotations_corrected.Actn2_cell5.jpg,4,5
6,5500000014_63X_20190816_S1_P29_B5_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P29_B5_annotations_corrected.Actn2_cell7.jpg,3,4
1,5500000014_63X_20190816_S1_P30_B2_annotations_corrected.Actn2_cell1.jpg,3,4
2,5500000014_63X_20190816_S1_P30_B2_annotations_corrected.Actn2_cell2.jpg,1,2
3,5500000014_63X_20190816_S1_P30_B2_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P30_B2_annotations_corrected.Actn2_cell4.jpg,1,2
5,5500000014_63X_20190816_S1_P30_B2_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P30_B2_annotations_corrected.Actn2_cell6.jpg,4,4
1,5500000014_63X_20190816_S1_P30_B3_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P30_B3_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P30_B3_annotations_corrected.Actn2_cell3.jpg,3,4
4,5500000014_63X_20190816_S1_P30_B3_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P30_B3_annotations_corrected.Actn2_cell5.jpg,3,4
6,5500000014_63X_20190816_S1_P30_B3_annotations_corrected.Actn2_cell6.jpg,3,4
7,5500000014_63X_20190816_S1_P30_B3_annotations_corrected.Actn2_cell7.jpg,1,2
8,5500000014_63X_20190816_S1_P30_B3_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P30_B3_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P30_B3_annotations_corrected.Actn2_cell10.jpg,0,0
11,5500000014_63X_20190816_S1_P30_B3_annotations_corrected.Actn2_cell11.jpg,3,3
1,5500000014_63X_20190816_S1_P30_B4_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P30_B4_annotations_corrected.Actn2_cell2.jpg,3,4
3,5500000014_63X_20190816_S1_P30_B4_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P30_B4_annotations_corrected.Actn2_cell4.jpg,1,1
5,5500000014_63X_20190816_S1_P30_B4_annotations_corrected.Actn2_cell5.jpg,3,4
6,5500000014_63X_20190816_S1_P30_B4_annotations_corrected.Actn2_cell6.jpg,0,0
7,5500000014_63X_20190816_S1_P30_B4_annotations_corrected.Actn2_cell7.jpg,1,1
8,5500000014_63X_20190816_S1_P30_B4_annotations_corrected.Actn2_cell8.jpg,2,1
9,5500000014_63X_20190816_S1_P30_B4_annotations_corrected.Actn2_cell9.jpg,0,0
10,5500000014_63X_20190816_S1_P30_B4_annotations_corrected.Actn2_cell10.jpg,1,1
11,5500000014_63X_20190816_S1_P30_B4_annotations_corrected.Actn2_cell11.jpg,0,0
1,5500000014_63X_20190816_S1_P30_B5_annotations_corrected.Actn2_cell1.jpg,1,1
2,5500000014_63X_20190816_S1_P30_B5_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P30_B5_annotations_corrected.Actn2_cell3.jpg,3,4
4,5500000014_63X_20190816_S1_P30_B5_annotations_corrected.Actn2_cell4.jpg,3,4
5,5500000014_63X_20190816_S1_P30_B5_annotations_corrected.Actn2_cell5.jpg,3,4
6,5500000014_63X_20190816_S1_P30_B5_annotations_corrected.Actn2_cell6.jpg,5,5
7,5500000014_63X_20190816_S1_P30_B5_annotations_corrected.Actn2_cell7.jpg,2,3
8,5500000014_63X_20190816_S1_P30_B5_annotations_corrected.Actn2_cell8.jpg,4,5
9,5500000014_63X_20190816_S1_P30_B5_annotations_corrected.Actn2_cell9.jpg,4,4
10,5500000014_63X_20190816_S1_P30_B5_annotations_corrected.Actn2_cell10.jpg,-1,-1
1,5500000014_63X_20190816_S2_P1_C2_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S2_P1_C2_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S2_P1_C2_annotations_corrected.Actn2_cell3.jpg,4,3
4,5500000014_63X_20190816_S2_P1_C2_annotations_corrected.Actn2_cell4.jpg,2,3
5,5500000014_63X_20190816_S2_P1_C2_annotations_corrected.Actn2_cell5.jpg,4,3
6,5500000014_63X_20190816_S2_P1_C2_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S2_P1_C2_annotations_corrected.Actn2_cell7.jpg,1,3
8,5500000014_63X_20190816_S2_P1_C2_annotations_corrected.Actn2_cell8.jpg,3,2
9,5500000014_63X_20190816_S2_P1_C2_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S2_P1_C2_annotations_corrected.Actn2_cell10.jpg,2,1
11,5500000014_63X_20190816_S2_P1_C2_annotations_corrected.Actn2_cell11.jpg,3,4
1,5500000014_63X_20190816_S2_P1_C3_annotations_corrected.Actn2_cell1.jpg,3,4
2,5500000014_63X_20190816_S2_P1_C3_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S2_P1_C3_annotations_corrected.Actn2_cell3.jpg,3,4
4,5500000014_63X_20190816_S2_P1_C3_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S2_P1_C3_annotations_corrected.Actn2_cell5.jpg,3,4
6,5500000014_63X_20190816_S2_P1_C3_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S2_P1_C3_annotations_corrected.Actn2_cell7.jpg,3,4
1,5500000014_63X_20190816_S2_P1_C4_annotations_corrected.Actn2_cell1.jpg,3,4
2,5500000014_63X_20190816_S2_P1_C4_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S2_P1_C4_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S2_P1_C4_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S2_P1_C4_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S2_P1_C4_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S2_P1_C4_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S2_P1_C4_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S2_P1_C4_annotations_corrected.Actn2_cell9.jpg,4,4
10,5500000014_63X_20190816_S2_P1_C4_annotations_corrected.Actn2_cell10.jpg,4,4
11,5500000014_63X_20190816_S2_P1_C4_annotations_corrected.Actn2_cell11.jpg,3,3
12,5500000014_63X_20190816_S2_P1_C4_annotations_corrected.Actn2_cell12.jpg,3,4
1,5500000014_63X_20190816_S2_P1_C5_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S2_P1_C5_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S2_P1_C5_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S2_P1_C5_annotations_corrected.Actn2_cell4.jpg,4,5
5,5500000014_63X_20190816_S2_P1_C5_annotations_corrected.Actn2_cell5.jpg,3,4
6,5500000014_63X_20190816_S2_P1_C5_annotations_corrected.Actn2_cell6.jpg,3,4
7,5500000014_63X_20190816_S2_P1_C5_annotations_corrected.Actn2_cell7.jpg,3,4
8,5500000014_63X_20190816_S2_P1_C5_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S2_P1_C5_annotations_corrected.Actn2_cell9.jpg,3,5
1,5500000014_63X_20190816_S2_P2_C2_annotations_corrected.Actn2_cell1.jpg,2,1
2,5500000014_63X_20190816_S2_P2_C2_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S2_P2_C2_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S2_P2_C2_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S2_P2_C2_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S2_P2_C2_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S2_P2_C2_annotations_corrected.Actn2_cell7.jpg,-1,-1
8,5500000014_63X_20190816_S2_P2_C2_annotations_corrected.Actn2_cell8.jpg,1,1
9,5500000014_63X_20190816_S2_P2_C2_annotations_corrected.Actn2_cell9.jpg,3,3
1,5500000014_63X_20190816_S2_P2_C3_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S2_P2_C3_annotations_corrected.Actn2_cell2.jpg,3,4
3,5500000014_63X_20190816_S2_P2_C3_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S2_P2_C3_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S2_P2_C3_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S2_P2_C3_annotations_corrected.Actn2_cell6.jpg,0,0
1,5500000014_63X_20190816_S2_P2_C4_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S2_P2_C4_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S2_P2_C4_annotations_corrected.Actn2_cell3.jpg,5,5
4,5500000014_63X_20190816_S2_P2_C4_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S2_P2_C4_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S2_P2_C4_annotations_corrected.Actn2_cell6.jpg,3,3
1,5500000014_63X_20190816_S2_P2_C5_annotations_corrected.Actn2_cell1.jpg,5,4
2,5500000014_63X_20190816_S2_P2_C5_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S2_P2_C5_annotations_corrected.Actn2_cell3.jpg,0,0
4,5500000014_63X_20190816_S2_P2_C5_annotations_corrected.Actn2_cell4.jpg,2,3
5,5500000014_63X_20190816_S2_P2_C5_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S2_P2_C5_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S2_P2_C5_annotations_corrected.Actn2_cell7.jpg,3,3
8,5500000014_63X_20190816_S2_P2_C5_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S2_P2_C5_annotations_corrected.Actn2_cell9.jpg,3,4
10,5500000014_63X_20190816_S2_P2_C5_annotations_corrected.Actn2_cell10.jpg,3,4
1,5500000014_63X_20190816_S2_P3_C2_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S2_P3_C2_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S2_P3_C2_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S2_P3_C2_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S2_P3_C2_annotations_corrected.Actn2_cell5.jpg,3,4
6,5500000014_63X_20190816_S2_P3_C2_annotations_corrected.Actn2_cell6.jpg,0,0
7,5500000014_63X_20190816_S2_P3_C2_annotations_corrected.Actn2_cell7.jpg,3,4
8,5500000014_63X_20190816_S2_P3_C2_annotations_corrected.Actn2_cell8.jpg,4,4
1,5500000014_63X_20190816_S2_P3_C3_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S2_P3_C3_annotations_corrected.Actn2_cell2.jpg,-1,-1
